yearID,lgID,G,W,WIN PCT,R,AB,H,HR,BB,SO,SB,RA,ERA,HA,E,FP,RUNDIFF
2009,NL,162,70,0.432098765,720,5565,1408,173,571,1298,102,782,4.42,1470,124,0.98,0
2009,NL,162,86,0.530864198,735,5539,1459,149,602,1064,58,641,3.57,1399,96,0.985,1
2009,AL,162,64,0.395061728,741,5618,1508,160,517,1013,76,876,5.15,1633,90,0.985,0
2009,AL,162,95,0.586419753,872,5543,1495,212,659,1120,126,736,4.35,1494,82,0.986,1
2009,AL,162,79,0.487654321,724,5463,1410,184,534,1022,113,732,4.14,1438,113,0.981,0
2009,NL,161,83,0.51552795,707,5486,1398,161,592,1185,56,672,3.84,1329,105,0.983,1
2009,NL,162,78,0.481481481,673,5462,1349,158,531,1129,96,723,4.18,1420,89,0.985,0
2009,AL,162,65,0.401234568,773,5568,1468,161,582,1211,84,865,5.06,1570,97,0.984,0
2009,NL,162,92,0.567901235,804,5398,1408,190,660,1277,106,715,4.22,1427,87,0.986,1
2009,AL,163,86,0.527607362,743,5540,1443,183,540,1114,72,745,4.29,1449,88,0.985,0
2009,NL,162,87,0.537037037,772,5572,1493,159,568,1226,75,766,4.29,1425,106,0.982,1
2009,NL,162,74,0.456790123,643,5436,1415,142,448,990,113,770,4.54,1521,78,0.987,0
2009,AL,162,65,0.401234568,686,5532,1432,144,457,1091,88,842,4.83,1486,117,0.98,0
2009,AL,162,97,0.598765432,883,5622,1604,173,547,1054,148,761,4.45,1513,85,0.986,1
2009,NL,162,95,0.586419753,780,5592,1511,145,607,1068,116,611,3.41,1265,83,0.986,1
2009,NL,162,80,0.49382716,785,5510,1447,182,610,1231,68,818,4.83,1498,98,0.984,0
2009,AL,163,87,0.533742331,817,5608,1539,172,585,1021,85,765,4.5,1542,76,0.987,1
2009,AL,162,103,0.635802469,915,5660,1604,244,663,1014,111,753,4.26,1386,86,0.985,1
2009,NL,162,70,0.432098765,671,5453,1472,95,526,928,122,757,4.45,1452,97,0.984,0
2009,AL,162,75,0.462962963,759,5584,1464,135,527,1046,133,761,4.26,1486,105,0.983,0
2009,NL,162,93,0.574074074,820,5578,1439,224,589,1155,119,709,4.16,1479,76,0.987,1
2009,NL,161,62,0.385093168,636,5417,1364,125,499,1142,90,768,4.59,1491,73,0.988,0
2009,NL,162,75,0.462962963,638,5425,1315,141,586,1182,82,769,4.37,1422,94,0.984,0
2009,AL,162,85,0.524691358,640,5543,1430,160,421,1093,89,692,3.87,1359,105,0.982,0
2009,NL,162,88,0.543209877,657,5493,1411,122,392,1158,78,611,3.55,1268,88,0.985,1
2009,NL,162,91,0.561728395,730,5465,1436,160,528,1041,75,640,3.66,1407,96,0.985,1
2009,AL,162,84,0.518518519,803,5462,1434,199,642,1229,194,754,4.33,1421,98,0.983,1
2009,AL,162,87,0.537037037,784,5526,1436,224,472,1253,149,740,4.38,1432,106,0.982,1
2009,AL,162,75,0.462962963,798,5696,1516,209,548,1028,73,771,4.47,1509,76,0.988,1
2009,NL,162,59,0.364197531,710,5493,1416,156,617,1208,73,874,5,1533,143,0.977,0
2010,NL,162,65,0.401234568,713,5473,1366,180,589,1529,86,836,4.81,1503,102,0.983,0
2010,NL,162,91,0.561728395,738,5463,1411,139,634,1140,63,629,3.56,1326,126,0.98,1
2010,AL,162,66,0.407407407,613,5554,1440,133,424,1056,76,785,4.59,1508,105,0.982,0
2010,AL,162,89,0.549382716,818,5646,1511,211,587,1140,68,744,4.2,1402,111,0.982,1
2010,AL,162,88,0.543209877,752,5484,1467,177,467,922,160,704,4.09,1471,103,0.983,1
2010,NL,162,75,0.462962963,685,5512,1414,149,479,1236,55,767,4.18,1409,126,0.979,0
2010,NL,162,91,0.561728395,790,5579,1515,188,522,1218,93,685,4.01,1404,72,0.988,1
2010,AL,162,69,0.425925926,646,5487,1362,128,545,1184,91,752,4.3,1477,110,0.982,0
2010,NL,162,83,0.512345679,770,5530,1452,173,585,1274,99,717,4.14,1405,101,0.984,1
2010,AL,162,81,0.5,751,5643,1515,152,546,1147,69,743,4.3,1445,109,0.982,1
2010,NL,162,80,0.49382716,719,5531,1403,152,514,1375,92,717,4.08,1433,123,0.979,1
2010,NL,162,76,0.469135802,611,5452,1348,108,415,1025,100,729,4.09,1446,103,0.983,0
2010,AL,162,67,0.413580247,676,5604,1534,121,471,905,115,845,4.97,1553,121,0.98,0
2010,AL,162,80,0.49382716,681,5488,1363,155,466,1070,104,702,4.04,1422,113,0.981,0
2010,NL,162,80,0.49382716,667,5426,1368,120,533,1184,92,692,4.01,1323,98,0.984,0
2010,NL,162,77,0.475308642,750,5606,1471,182,546,1216,81,804,4.58,1487,101,0.983,0
2010,AL,162,94,0.580246914,781,5568,1521,142,559,967,68,671,3.95,1493,78,0.987,1
2010,AL,162,95,0.586419753,859,5567,1485,201,662,1136,103,693,4.06,1349,69,0.988,1
2010,NL,162,79,0.487654321,656,5465,1361,128,502,1095,130,652,3.7,1438,87,0.986,1
2010,AL,162,81,0.5,663,5448,1396,109,527,1061,156,626,3.56,1315,99,0.984,1
2010,NL,162,97,0.598765432,772,5581,1451,166,560,1064,108,640,3.67,1402,83,0.986,1
2010,NL,162,57,0.351851852,587,5386,1303,126,463,1207,87,866,5,1567,127,0.979,0
2010,NL,162,90,0.555555556,665,5434,1338,132,538,1183,124,581,3.39,1305,72,0.988,1
2010,AL,162,61,0.37654321,513,5409,1274,101,459,1184,142,698,3.93,1402,110,0.982,0
2010,NL,162,92,0.567901235,697,5488,1411,162,487,1099,55,583,3.36,1279,73,0.988,1
2010,NL,162,86,0.530864198,736,5542,1456,150,541,1027,79,641,3.57,1412,99,0.984,1
2010,AL,162,96,0.592592593,802,5439,1343,160,672,1292,172,649,3.78,1347,85,0.986,1
2010,AL,162,90,0.555555556,787,5635,1556,162,511,986,123,687,3.93,1355,105,0.982,1
2010,AL,162,85,0.524691358,755,5495,1364,257,471,1164,58,728,4.22,1407,92,0.985,1
2010,NL,162,69,0.425925926,655,5418,1355,149,503,1220,110,742,4.13,1469,127,0.979,0
2011,NL,162,94,0.580246914,731,5421,1357,172,531,1249,133,662,3.8,1414,90,0.985,1
2011,NL,162,89,0.549382716,641,5528,1345,173,504,1260,77,605,3.48,1332,83,0.987,1
2011,AL,162,69,0.425925926,708,5585,1434,191,452,1120,81,860,4.89,1568,110,0.982,0
2011,AL,162,90,0.555555556,875,5710,1600,203,578,1108,102,737,4.2,1366,92,0.985,1
2011,AL,162,79,0.487654321,654,5502,1387,154,475,989,81,706,4.1,1463,79,0.987,0
2011,NL,162,71,0.438271605,654,5549,1423,148,425,1202,69,756,4.33,1439,134,0.978,0
2011,NL,162,79,0.487654321,735,5612,1438,183,535,1250,97,720,4.16,1414,91,0.985,1
2011,AL,162,80,0.49382716,704,5509,1380,154,494,1269,89,760,4.23,1482,110,0.982,0
2011,NL,162,73,0.450617284,735,5544,1429,163,555,1201,118,774,4.43,1471,98,0.984,0
2011,AL,162,95,0.586419753,787,5563,1540,169,521,1143,49,711,4.04,1406,103,0.983,1
2011,NL,162,72,0.444444444,625,5508,1358,149,542,1244,95,702,3.95,1403,93,0.985,0
2011,NL,162,56,0.345679012,615,5598,1442,95,401,1164,118,796,4.51,1477,116,0.981,0
2011,AL,162,71,0.438271605,730,5672,1560,129,442,1006,153,762,4.44,1487,95,0.985,0
2011,AL,162,86,0.530864198,667,5513,1394,155,442,1086,135,633,3.57,1388,93,0.985,1
2011,NL,161,82,0.50931677,644,5436,1395,117,498,1087,126,612,3.54,1287,85,0.986,1
2011,NL,162,96,0.592592593,721,5447,1422,185,481,1083,94,638,3.63,1348,111,0.982,1
2011,AL,162,63,0.388888889,619,5487,1357,103,440,1048,92,804,4.58,1564,119,0.98,0
2011,AL,162,97,0.598765432,867,5518,1452,222,627,1138,147,657,3.73,1423,102,0.983,1
2011,NL,162,77,0.475308642,718,5600,1477,108,571,1085,130,742,4.19,1482,116,0.981,0
2011,AL,162,74,0.456790123,645,5452,1330,114,509,1094,117,679,3.71,1380,124,0.979,0
2011,NL,162,102,0.62962963,713,5579,1409,153,539,1024,96,529,3.02,1320,74,0.988,1
2011,NL,162,72,0.444444444,610,5421,1325,107,489,1308,108,712,4.04,1513,112,0.982,0
2011,NL,162,71,0.438271605,593,5417,1284,91,501,1320,170,611,3.42,1324,94,0.985,0
2011,AL,162,67,0.413580247,556,5421,1263,109,435,1280,125,675,3.9,1369,108,0.982,0
2011,NL,162,86,0.530864198,570,5486,1327,121,448,1122,85,578,3.2,1260,104,0.983,0
2011,NL,162,90,0.555555556,762,5532,1513,162,542,978,57,692,3.74,1461,116,0.982,1
2011,AL,162,91,0.561728395,707,5436,1324,172,571,1193,155,614,3.58,1263,73,0.988,1
2011,AL,162,96,0.592592593,855,5659,1599,210,475,930,143,677,3.79,1327,114,0.981,1
2011,AL,162,81,0.5,743,5559,1384,186,525,1184,131,761,4.32,1433,110,0.982,0
2011,NL,161,80,0.49689441,624,5441,1319,154,470,1323,106,643,3.58,1403,104,0.983,0
2012,NL,162,81,0.5,734,5462,1416,165,539,1266,93,688,3.93,1432,90,0.985,1
2012,NL,162,94,0.580246914,700,5425,1341,149,567,1289,101,600,3.42,1310,86,0.986,1
2012,AL,162,93,0.574074074,712,5560,1375,214,480,1315,58,705,3.9,1433,106,0.983,1
2012,AL,162,69,0.425925926,734,5604,1459,165,428,1197,97,806,4.7,1449,101,0.983,0
2012,AL,162,85,0.524691358,748,5518,1409,211,461,1203,109,676,4.02,1365,70,0.988,1
2012,NL,162,61,0.37654321,613,5411,1297,137,447,1235,94,759,4.51,1399,105,0.982,0
2012,NL,162,97,0.598765432,669,5477,1377,172,481,1266,87,588,3.34,1356,89,0.985,1
2012,AL,162,68,0.419753086,667,5525,1385,136,555,1087,110,845,4.78,1503,96,0.984,0
2012,NL,162,64,0.395061728,758,5577,1526,166,450,1213,100,890,5.22,1637,122,0.98,0
2012,AL,162,88,0.543209877,726,5476,1467,163,511,1103,59,670,3.75,1409,99,0.983,1
2012,NL,162,55,0.339506173,583,5407,1276,146,463,1365,105,794,4.56,1493,118,0.981,0
2012,AL,162,72,0.444444444,676,5636,1492,131,404,1032,132,746,4.3,1504,113,0.981,0
2012,AL,162,89,0.549382716,767,5536,1518,187,449,1113,134,699,4.02,1339,98,0.984,1
2012,NL,162,86,0.530864198,637,5438,1369,116,481,1156,104,597,3.34,1277,98,0.984,1
2012,NL,162,69,0.425925926,609,5437,1327,137,484,1228,149,724,4.09,1448,103,0.983,0
2012,NL,162,83,0.512345679,776,5557,1442,202,466,1240,158,733,4.22,1458,99,0.983,1
2012,AL,162,66,0.407407407,701,5562,1448,131,505,1069,135,832,4.77,1536,107,0.983,0
2012,AL,162,95,0.586419753,804,5524,1462,245,565,1176,93,668,3.84,1401,75,0.987,1
2012,NL,162,74,0.456790123,650,5450,1357,139,503,1250,79,709,4.09,1368,101,0.983,0
2012,AL,162,94,0.580246914,713,5527,1315,195,550,1387,122,614,3.48,1360,111,0.982,1
2012,NL,162,81,0.5,684,5544,1414,158,454,1094,116,680,3.83,1387,101,0.983,1
2012,NL,162,79,0.487654321,651,5412,1313,170,444,1354,73,674,3.86,1357,112,0.982,0
2012,NL,162,76,0.469135802,651,5422,1339,121,539,1238,155,710,4.01,1356,121,0.98,0
2012,AL,162,75,0.462962963,619,5494,1285,149,466,1259,104,651,3.76,1359,72,0.988,0
2012,NL,162,94,0.580246914,718,5558,1495,103,483,1097,118,649,3.68,1361,115,0.981,1
2012,NL,162,88,0.543209877,765,5622,1526,159,533,1192,91,648,3.71,1420,107,0.983,1
2012,AL,162,90,0.555555556,697,5398,1293,175,571,1323,134,577,3.19,1233,114,0.981,1
2012,AL,162,93,0.574074074,808,5590,1526,200,478,1103,91,707,3.99,1378,85,0.986,1
2012,AL,162,73,0.450617284,716,5487,1346,198,473,1251,123,784,4.64,1439,101,0.984,0
2012,NL,162,98,0.604938272,731,5615,1468,194,479,1325,105,594,3.33,1296,94,0.985,1
2013,NL,162,81,0.5,685,5676,1468,130,519,1142,62,695,3.92,1460,75,0.988,0
2013,NL,162,96,0.592592593,688,5441,1354,181,542,1384,64,548,3.18,1326,85,0.986,1
2013,AL,162,85,0.524691358,745,5620,1460,212,416,1125,79,709,4.2,1438,54,0.991,1
2013,AL,162,97,0.598765432,853,5651,1566,178,581,1308,123,656,3.79,1366,80,0.987,1
2013,AL,162,63,0.388888889,598,5563,1385,148,411,1207,105,723,3.98,1424,121,0.98,0
2013,NL,162,66,0.407407407,602,5498,1307,172,439,1230,63,689,4,1332,100,0.983,0
2013,NL,162,90,0.555555556,698,5499,1370,155,585,1245,67,589,3.38,1294,76,0.988,1
2013,AL,162,92,0.567901235,745,5465,1391,171,562,1283,117,662,3.82,1359,98,0.983,1
2013,NL,162,74,0.456790123,706,5599,1511,159,427,1204,112,760,4.44,1545,90,0.986,0
2013,AL,162,93,0.574074074,796,5735,1625,176,531,1073,35,624,3.61,1369,76,0.987,1
2013,AL,162,51,0.314814815,610,5457,1307,148,426,1535,110,848,4.79,1530,125,0.979,0
2013,AL,162,86,0.530864198,648,5549,1443,112,422,1048,153,601,3.45,1366,85,0.986,1
2013,AL,162,78,0.481481481,733,5588,1476,164,523,1221,82,737,4.23,1475,112,0.981,0
2013,NL,162,92,0.567901235,649,5491,1447,138,476,1146,78,582,3.25,1321,109,0.982,1
2013,NL,162,62,0.382716049,513,5449,1257,95,432,1232,78,646,3.71,1376,88,0.986,0
2013,NL,162,74,0.456790123,640,5474,1381,157,407,1183,142,687,3.84,1401,114,0.981,0
2013,AL,162,66,0.407407407,614,5564,1346,151,533,1430,52,788,4.55,1591,81,0.987,0
2013,AL,162,85,0.524691358,650,5449,1321,144,466,1214,115,671,3.94,1452,69,0.988,0
2013,NL,162,74,0.456790123,619,5559,1318,130,512,1384,114,684,3.77,1442,93,0.985,0
2013,AL,162,96,0.592592593,767,5521,1403,186,573,1178,74,625,3.56,1339,97,0.983,1
2013,NL,162,73,0.450617284,610,5456,1355,140,417,1205,73,749,4.32,1465,97,0.984,0
2013,NL,162,94,0.580246914,634,5486,1346,161,469,1330,94,577,3.26,1299,106,0.984,1
2013,NL,162,76,0.469135802,618,5517,1349,146,467,1309,118,700,3.98,1407,83,0.986,0
2013,AL,162,71,0.438271605,624,5558,1318,188,529,1353,49,754,4.31,1467,88,0.986,0
2013,NL,162,76,0.469135802,629,5552,1446,107,469,1078,67,691,4,1380,107,0.982,0
2013,NL,162,97,0.598765432,783,5557,1494,125,481,1110,45,596,3.42,1366,75,0.988,1
2013,AL,163,92,0.564417178,700,5538,1421,165,589,1171,73,646,3.74,1315,59,0.99,1
2013,AL,163,91,0.558282209,730,5585,1465,176,462,1067,149,636,3.62,1370,86,0.986,1
2013,AL,162,74,0.456790123,712,5537,1398,185,510,1123,112,756,4.25,1451,111,0.982,0
2013,NL,162,86,0.530864198,656,5436,1365,161,464,1192,88,626,3.59,1367,107,0.982,1
2014,NL,162,64,0.395061728,615,5552,1379,118,398,1165,86,742,4.26,1467,101,0.983,0
2014,NL,162,79,0.487654321,573,5468,1316,123,472,1369,95,597,3.38,1369,85,0.986,0
2014,AL,162,96,0.592592593,705,5596,1434,211,401,1285,44,593,3.43,1342,87,0.986,1
2014,AL,162,71,0.438271605,634,5551,1355,123,535,1337,63,715,4.01,1458,92,0.985,0
2014,AL,162,73,0.450617284,660,5543,1400,155,417,1362,85,758,4.29,1468,107,0.982,0
2014,NL,162,73,0.450617284,614,5508,1315,157,442,1477,65,707,3.91,1398,103,0.983,0
2014,NL,162,76,0.469135802,595,5395,1282,131,415,1252,122,612,3.59,1282,72,0.988,0
2014,AL,162,85,0.524691358,669,5575,1411,142,504,1189,104,653,3.56,1398,116,0.981,1
2014,NL,162,66,0.407407407,755,5612,1551,186,397,1281,85,818,4.84,1528,106,0.983,0
2014,AL,162,90,0.555555556,757,5630,1557,155,443,1144,106,705,4.01,1475,101,0.983,1
2014,AL,162,70,0.432098765,629,5447,1317,163,495,1442,122,723,4.11,1437,106,0.983,0
2014,AL,162,89,0.549382716,651,5545,1456,95,380,985,153,624,3.51,1386,104,0.983,1
2014,AL,162,98,0.604938272,773,5652,1464,155,492,1266,81,630,3.58,1307,83,0.986,1
2014,NL,162,94,0.580246914,718,5560,1476,134,519,1246,138,617,3.4,1338,107,0.983,1
2014,NL,162,77,0.475308642,645,5538,1399,122,501,1419,58,674,3.78,1481,97,0.984,0
2014,NL,162,82,0.50617284,650,5462,1366,150,423,1197,102,657,3.67,1386,99,0.984,0
2014,AL,162,70,0.432098765,715,5567,1412,128,544,1329,99,777,4.57,1588,97,0.984,0
2014,AL,162,84,0.518518519,633,5497,1349,147,452,1133,112,664,3.75,1392,92,0.984,0
2014,NL,162,79,0.487654321,629,5472,1306,125,516,1264,101,618,3.49,1370,104,0.983,1
2014,AL,162,88,0.543209877,729,5545,1354,146,586,1104,83,572,3.22,1269,111,0.982,1
2014,NL,162,73,0.450617284,619,5603,1356,125,443,1306,109,687,3.79,1396,83,0.987,0
2014,NL,162,88,0.543209877,682,5536,1436,156,520,1244,104,631,3.47,1341,109,0.983,1
2014,NL,162,77,0.475308642,535,5294,1199,109,468,1294,91,577,3.27,1300,101,0.983,0
2014,AL,162,87,0.537037037,634,5450,1328,136,396,1232,96,554,3.17,1240,82,0.986,1
2014,NL,162,88,0.543209877,665,5523,1407,132,427,1245,56,614,3.5,1305,100,0.984,1
2014,NL,162,90,0.555555556,619,5426,1371,105,471,1133,57,603,3.5,1321,88,0.985,1
2014,AL,162,77,0.475308642,612,5516,1361,117,527,1124,63,625,3.56,1292,88,0.985,0
2014,AL,162,67,0.413580247,637,5460,1400,111,417,1162,105,773,4.49,1510,106,0.982,0
2014,AL,162,83,0.512345679,723,5549,1435,177,502,1151,78,686,4,1400,87,0.985,1
2014,NL,162,96,0.592592593,686,5542,1403,152,517,1304,101,555,3.03,1351,100,0.984,1
2015,AL,162,95,0.586419753,724,5575,1497,139,383,973,104,641,3.73,1372,88,0.985,1
2015,AL,162,83,0.512345679,696,5467,1349,156,439,1264,70,700,4.07,1506,86,0.986,0
2015,AL,161,81,0.50310559,669,5439,1395,141,533,1157,86,640,3.67,1274,79,0.987,1
2015,AL,162,76,0.469135802,622,5533,1381,136,404,1231,68,701,3.98,1443,101,0.983,0
2015,AL,161,74,0.459627329,689,5605,1515,151,455,1259,83,803,4.64,1491,86,0.986,0
2015,AL,162,93,0.574074074,891,5509,1480,232,570,1151,88,670,3.8,1353,88,0.985,1
2015,AL,162,87,0.537037037,764,5567,1397,212,554,1227,63,698,4.03,1416,93,0.985,1
2015,AL,162,81,0.5,713,5485,1370,217,418,1331,44,693,4.05,1406,77,0.987,1
2015,AL,162,80,0.49382716,644,5485,1383,167,436,1310,87,642,3.74,1314,95,0.984,1
2015,AL,162,78,0.481481481,748,5640,1495,161,478,1148,71,753,4.31,1486,97,0.984,0
2015,AL,162,88,0.543209877,751,5511,1419,172,503,1233,101,733,4.24,1459,119,0.981,1
2015,AL,162,86,0.530864198,729,5459,1363,230,486,1392,121,618,3.57,1308,85,0.986,1
2015,AL,162,85,0.524691358,661,5417,1331,176,435,1150,52,675,3.94,1355,93,0.984,0
2015,AL,162,76,0.469135802,656,5544,1379,198,478,1336,69,726,4.16,1430,94,0.985,0
2015,AL,162,68,0.419753086,694,5600,1405,146,475,1119,78,729,4.14,1402,126,0.979,0
2015,NL,162,100,0.617283951,647,5484,1386,137,506,1267,69,525,2.94,1359,96,0.984,1
2015,NL,162,98,0.604938272,697,5631,1462,140,461,1322,98,596,3.21,1392,122,0.981,1
2015,NL,162,97,0.598765432,689,5491,1341,171,567,1518,95,608,3.36,1276,111,0.982,1
2015,NL,162,68,0.419753086,655,5480,1378,145,412,1299,84,737,4.28,1432,116,0.981,0
2015,NL,162,64,0.395061728,640,5571,1382,167,496,1255,134,754,4.33,1436,90,0.985,0
2015,NL,162,90,0.555555556,683,5527,1351,177,488,1290,51,613,3.43,1341,88,0.986,1
2015,NL,162,83,0.512345679,703,5428,1363,177,539,1344,57,635,3.62,1366,90,0.985,1
2015,NL,162,71,0.438271605,613,5463,1420,120,375,1150,112,678,4.02,1374,77,0.987,0
2015,NL,162,67,0.413580247,573,5420,1361,100,471,1107,69,760,4.41,1462,90,0.985,0
2015,NL,162,63,0.388888889,626,5529,1374,130,387,1274,88,809,4.69,1592,117,0.981,0
2015,NL,162,92,0.567901235,667,5385,1346,187,563,1258,59,595,3.44,1317,75,0.988,1
2015,NL,162,84,0.518518519,696,5565,1486,136,457,1159,93,627,3.72,1344,78,0.987,1
2015,NL,162,79,0.487654321,720,5649,1494,154,490,1312,132,713,4.04,1450,86,0.986,1
2015,NL,162,74,0.456790123,650,5457,1324,148,426,1327,82,731,4.09,1371,92,0.985,0
2015,NL,162,68,0.419753086,737,5572,1479,186,388,1283,97,844,5.04,1579,95,0.985,0
